complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-000650,2023-09-19T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,"This is my 9th endeavor to tell you that I am a victim of identity theft and I complain to question specific records in my document coming about because of the wrongdoing. The records I am questioning connect with no exchanges acquiring any possession of goods, services or money that I have made or authorized. Assuming no one cares either way, block the noteworthy of any information in my credit record that came about due to an alleged fraud or extortion. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.95,,1,Very Negative,Frustrated
CFPB-000651,2022-05-17T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",IL,"XXXX XXXX XXXX # XXXX in accordance with the Fair Credit Reporting act XXXX  Account # XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",Closed with explanation,Unauthorized Credit Inquiries,0.8,,1,Very Negative,Worried
CFPB-000652,2024-07-18T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,WV,"I appreciate you taking the time to CORRECT some of the information in my credit file ; however, there are still accounts that need to be UPDATED. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) require the 3 Credit Bureaus to validate these accounts ( A ). I hope these disputed accounts are updated. 
XXXX XXXX XXXX Balance {$860.00} XXXX XXXX Balance {$1100.00} XXXX XXXX Balance {$1100.00} XXXX XXXX Balance {$610.00} XXXX XXXX Balance {$1100.00} XXXX XXXX XXXX XXXX Balance {$10000.00} XXXX XXXX XXXX XXXX Balance {$4900.00} XXXX XXXX XXXX XXXX Balance {$900.00} XXXX XXXX XXXX XXXX Balance {$4000.00} XXXX XXXX XXXX XXXX Balance {$900.00}",Closed with explanation,Dispute Process Failures,0.7,,3,Neutral,Neutral
CFPB-000653,2018-02-13T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",CA,"Hello, I can not get my credit report from Equifax. I have tried to talk with about 25 people at Equifax Customer Service over the last week ( XX/XX/XXXX-XX/XX/XXXX ) and Equifax refuses to assist me. I have reason to believe they are showing me as XXXX because my credit report from a third party aggregator of three credit reports shows a note about me being XXXX. I am not XXXX. I have confirmed with the Social Security Administration that they do not show me as XXXX. I need this cleared up yesterday, as I am trying to close on a home loan that is now in jeopardy. I need Equifax to respond to me, but they refuse to talk to me, let alone check with SSA to confirm the record with SSA.",Closed with explanation,Dispute Process Failures,0.8,,2,Negative,Frustrated
CFPB-000654,2023-08-31T12:00:00-05:00,Debt collection,"Portfolio Recovery Associates, LLC",TX,"Portfolio Recovery Associates LLC have filed suit and took legal action without providing me with documentation of original debt baring my signature and companies that where the original debt came from. They have not contacted me, nor was I notified me of any debt and portfolio has filed suit against me.",Closed with explanation,Debt Collection and Validation Issues,0.9,Customer Service and Communication Failures,1,Very Negative,Frustrated
CFPB-000655,2025-01-14T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",DC,"I received notice that a hard inquiry into my credit was run, however I didn't authorize this nor had I recently applied for any new accounts or loans. 

The credit inquiry came from XXXX XXXX XXXX  on XX/XX/year>, and after calling them they confirmed that there was a recent application for a credit card using my information ( with a different phone number ). I informed them I did not submit an application, so they marked the application as fraudulent and cancelled it. 

The hard inquiry into my credit now appears on all three major credit bureaus ( TransUnion, XXXX, and XXXX ), and I'd like to ensure that this is removed from my record- along with any necessary fraud monitoring that needs to take place for my information. I first tried calling TransUnion to do this, and they informed me that I should first create a report with the FTC.",Closed with explanation,Unauthorized Credit Inquiries,0.9,,2,Negative,Worried
CFPB-000656,2025-01-09T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,"I am writing to bring to your attention the continued negligence and mishandling of my disputes by Experian regarding fraudulent accounts and unauthorized inquiries on my credit report. Despite filing a formal complaint with the CFPB on XX/XX/XXXX, under Complaint Number XXXX, the issues remain unresolved. Experians failure to investigate and correct these inaccuracies has caused significant harm to my financial standing and well-being. 

Background On XX/XX/XXXX, I submitted a complaint detailing how Experian has failed to : Conduct a proper investigation into the fraudulent accounts and inquiries reported on my credit file. 

Remove or correct inaccurate information despite my repeated disputes. 

Notify me of the investigation results or take any corrective action. 

Details of Fraudulent Accounts and Inquiries The following companies have been inaccurately reported as accounts or inquiries on my credit report. I have no relationship with these entities, and I did not authorize any ",Closed with explanation,Dispute Process Failures,0.9,,1,Very Negative,Frustrated
CFPB-000657,2020-06-26T12:00:00-05:00,Mortgage,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",NJ,"During COVID I locked down for a while. I told Bayview Loan servicing my mortgage servicer in mid XXXX I was not letting the new back up buyer inspections and appraiser in the house until COVID was over. They were fine with it. Then COVID broke in NJ end of XXXX as Governor lifted many tasks to be able to close including real estate and I scheduled the appraisal and inspection in one day. This was early XXXX. Then we sent the HUD with updated docs and the previous loan package dates changes to Bayview to the attention of my loan Administrator in asset management in charge of my loan for our short sale. Bayview seems to be a middle man for the real investor and they move very slow. 
So to update Bayview and not wait for 3 weeks for the list to come by mail and say we received your documents and are reviewing them, I called my loan Admin and she had a voicemail set up that said we could not schedule a meeting for at least three days and to leave a message that was Monday XX/XX/XXXX and I",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Disappointed
CFPB-000658,2023-04-15T12:00:00-05:00,Debt collection,T.S. Holdings,FL,"On XX/XX/2023 I, XXXX XXXX decided to check my credit reports and I notice that my total debt balance was XXXX and I immediately check why and found out that there is a collection debt of about XXXX from company "" IQ data International ''. Original creditor is "" XXXX at XXXX XXXXXXXX XXXX  ''. In which I have no knowledge of these companies and debt collection mention. I had to immediately locked my credits accounts. I want to say that I was a victim of Identity theft a few years back and I was able to proof it to the debt collectors and they helped me remove the delinquent balances that didn't belong to me. Today I called IQ data International explaining my situation and they told me that they are going to send me some paper work to fill out and return it back to them with the documents or evidence that I provided last time with the others debt collections that I had before. This includes my driver license, police report, and documents from the lawfirm that initially made me aware tha",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Worried
CFPB-000659,2021-04-24T12:00:00-05:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",NV,"This has been going on for almost a year now and I need help ASAP! I filed a fraud claim in XX/XX/2020 for 26 charges made to XXXX XXXX AND MADE IN XXXX XXXX! I have been calling and have followed all of their instructions and to this day, I have not received credit for the 26 fraud charges in the total amount of {$2500.00}. I called in XX/XX/2020 to follow up on yet another fraud claim I filed and the agents I spoke to kept saying something about ACH transactions and that they were having issues with filing the claim. I was told days after days of calling and being hung up on a few occasions their system were down and I needed to keep calling. Thats not my problem! I finally spoke to another agent who told me he had to send an email to his manager ( XX/XX/2020 ) and that the manager would submit the ACH claim. This was in XX/XX/2020! Check the records! I called a few weeks ago and was told that its in the system but that they were working on it. I havent received a call or letter and ",Closed with explanation,"Billing, Fees & Card Disputes",0.85,,1,Very Negative,Frustrated
CFPB-000660,2021-01-21T12:00:00-05:00,"Money transfer, virtual currency, or money service","Coinbase, Inc.",VA,"Account opened XX/XX/XXXX and deposited {$1000.00} when I go to coinbase.com - everyday since the account was opened : Account under review Your account is currently being reviewed and we need some time to verify your info. During this review, you won't be able to use Coinbase. Reviews generally take a few days, so sign in every day or two to check your status.

There is no response and no telephone number to call.

Automated Customer Help says top wait 5 or 6 days - They have said that to me 4 times.",Closed with monetary relief,Account Restriction & Fund Access,0.85,,2,Negative,Frustrated
CFPB-000661,2025-03-23T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,"Please be advised that as of XX/XX/XXXX as listed on my most recently reviewed consumer report, there are several fraud/unauthorized inquires listed. As a reference, please see the below inquiries : XXXX XXXX - XX/XX/XXXX XXXX XXXX - XX/XX/XXXX XXXX - XX/XX/XXXXXXXX XXXX XXXX XXXXXX/XX/XXXX XXXX XXXX XXXX XX/XX/XXXX I have not given TransUnion permission to furnish this information. Having understood this is a violation of 15 USC 1681 ( B ) ( C ). Both together and separately my consumer and privacy rights are being violated.",Closed with non-monetary relief,Unauthorized Credit Inquiries,0.95,,2,Negative,Angry
